0.002,1021
0.004,1011
0.006,1014
0.008,1008
0.01,1002
0.012,1006
0.014,1001
0.016,1003
0.018,1009
0.02,1008
0.022,1012
0.024,1014
0.026,998
0.028,1012
0.03,990
0.032,962
0.034,948
0.036,910
0.038,875
0.04,831
0.042,799
0.044,795
0.046,918
0.048,1039
0.05,1170
0.052,1289
0.054,1420
0.056,1538
0.058,1686
0.06,1806
0.062,1940
0.064,2056
0.066,2195
0.068,2325
0.07,2412
0.072,2321
0.074,2208
0.076,2078
0.078,1939
0.08,1812
0.082,1686
0.084,1562
0.086,1432
0.088,1305
0.09,1178
0.092,1046
0.094,926
0.096,793
0.098,662
0.1,631
0.102,696
0.104,762
0.106,807
0.108,870
0.11,912
0.112,940
0.114,979
0.116,1004
0.118,996
0.12,1013
0.122,1004
0.124,1012
0.126,1023
0.128,1005
0.13,1007
0.132,1006
0.134,1018
0.136,1029
0.138,1003
0.14,1010
0.142,1014
0.144,1007
0.146,1009
0.148,1002
0.15,1013
0.152,1014
0.154,1017
0.156,996
0.158,1011
0.16,1017
0.162,1011
0.164,1009
0.166,1005
0.168,1020
0.17,1027
0.172,1016
0.174,1003
0.176,1026
0.178,1001
0.18,1012
0.182,1023
0.184,1025
0.186,1004
0.188,1017
0.19,1016
0.192,1010
0.194,1015
0.196,1003
0.198,1014
0.2,1007
0.202,1019
0.204,1003
0.206,1026
0.208,1019
0.21,1005
0.212,1010
0.214,1020
0.216,1001
0.218,1009
0.22,1002
0.222,1011
0.224,1011
0.226,1014
0.228,1019
0.23,1006
0.232,1000
0.234,996
0.236,1002
0.238,1010
0.24,1024
0.242,1020
0.244,1002
0.246,1012
0.248,1002
0.25,1007
0.252,1007
0.254,1011
0.256,1003
0.258,1016
0.26,1014
0.262,1004
0.264,1019
0.266,1034
0.268,1037
0.27,1040
0.272,1035
0.274,1050
0.276,1053
0.278,1060
0.28,1067
0.282,1077
0.284,1078
0.286,1094
0.288,1087
0.29,1095
0.292,1094
0.294,1110
0.296,1096
0.298,1105
0.3,1103
0.302,1117
0.304,1122
0.306,1138
0.308,1137
0.31,1137
0.312,1141
0.314,1157
0.316,1156
0.318,1160
0.32,1158
0.322,1170
0.324,1164
0.326,1163
0.328,1172
0.33,1187
0.332,1177
0.334,1189
0.336,1201
0.338,1202
0.34,1203
0.342,1202
0.344,1204
0.346,1201
0.348,1213
0.35,1221
0.352,1213
0.354,1231
0.356,1219
0.358,1232
0.36,1238
0.362,1235
0.364,1236
0.366,1245
0.368,1239
0.37,1250
0.372,1240
0.374,1257
0.376,1259
0.378,1260
0.38,1247
0.382,1248
0.384,1260
0.386,1254
0.388,1257
0.39,1252
0.392,1256
0.394,1263
0.396,1261
0.398,1271
0.4,1260
0.402,1265
0.404,1261
0.406,1260
0.408,1263
0.41,1271
0.412,1268
0.414,1251
0.416,1277
0.418,1263
0.42,1256
0.422,1275
0.424,1261
0.426,1265
0.428,1264
0.43,1248
0.432,1240
0.434,1244
0.436,1251
0.438,1230
0.44,1233
0.442,1238
0.444,1217
0.446,1212
0.448,1200
0.45,1197
0.452,1206
0.454,1177
0.456,1176
0.458,1172
0.46,1167
0.462,1143
0.464,1140
0.466,1129
0.468,1131
0.47,1126
0.472,1102
0.474,1100
0.476,1091
0.478,1086
0.48,1066
0.482,1056
0.484,1051
0.486,1037
0.488,1031
0.49,1014
0.492,1008
0.494,1004
0.496,1007
0.498,1014
0.5,1019
0.502,1002
0.504,1022
0.506,1012
0.508,1014
0.51,1007
0.512,1011
0.514,1009
0.516,1014
0.518,1019
0.52,1008
0.522,1025
0.524,1022
0.526,1012
0.528,1014
0.53,1017
0.532,1010
0.534,1007
0.536,1022
0.538,1022
0.54,1029
0.542,1043
0.544,1048
0.546,1058
0.548,1041
0.55,1072
0.552,1069
0.554,1076
0.556,1067
0.558,1082
0.56,1072
0.562,1059
0.564,1070
0.566,1052
0.568,1055
0.57,1051
0.572,1045
0.574,1030
0.576,1024
0.578,1010
0.58,1007
0.582,1013
0.584,1016
0.586,1009
0.588,1017
0.59,1021
0.592,1014
0.594,1014
0.596,1008
0.598,1015
0.6,1010
0.602,1004
0.604,1017
0.606,1015
0.608,1013
0.61,1013
0.612,1021
0.614,997
0.616,1007
0.618,1010
0.62,1017
0.622,1007
0.624,1018
0.626,1005
0.628,1013
0.63,1020
0.632,1010
0.634,1015
0.636,1017
0.638,1024
0.64,1016
0.642,1012
0.644,1021
0.646,1003
0.648,1008
0.65,1008
0.652,1017
0.654,1007
0.656,1016
0.658,1013
0.66,1015
0.662,1013
0.664,1011
0.666,1003
0.668,1008
0.67,1022
0.672,1015
0.674,1011
0.676,1012
0.678,1012
0.68,1025
0.682,1023
0.684,1016
0.686,1019
0.688,1010
0.69,1003
0.692,1015
0.694,1007
0.696,1011
0.698,1010
0.7,1016
0.702,1010
0.704,1020
0.706,1010
0.708,1006
0.71,1019
0.712,1006
0.714,1010
0.716,1019
0.718,1018
0.72,1020
0.722,1004
0.724,1011
0.726,1009
0.728,1010
0.73,1015
0.732,1016
0.734,1008
0.736,1019
0.738,1017
0.74,1014
0.742,1002
0.744,1023
0.746,1000
0.748,1009
0.75,1011
0.752,1001
0.754,1008
0.756,1018
0.758,1002
0.76,1012
0.762,1017
0.764,1019
0.766,1019
0.768,1015
0.77,1010
0.772,1016
0.774,1027
0.776,1023
0.778,1011
0.78,1014
0.782,1007
0.784,1012
0.786,1010
0.788,1006
0.79,1017
0.792,1008
0.794,1020
0.796,1021
0.798,1016
0.8,1007
0.802,1019
0.804,1008
0.806,1021
0.808,1015
0.81,1004
0.812,1012
0.814,1010
0.816,1004
0.818,1006
0.82,1008
0.822,1007
0.824,1008
0.826,1008
0.828,1019
0.83,1015
0.832,1011
0.834,1004
0.836,1011
0.838,1014
0.84,1014
0.842,1010
0.844,1034
0.846,1034
0.848,1040
0.85,1053
0.852,1056
0.854,1070
0.856,1070
0.858,1082
0.86,1079
0.862,1086
0.864,1103
0.866,1097
0.868,1101
0.87,1116
0.872,1118
0.874,1127
0.876,1138
0.878,1142
0.88,1140
0.882,1151
0.884,1152
0.886,1154
0.888,1163
0.89,1163
0.892,1178
0.894,1165
0.896,1179
0.898,1170
0.9,1178
0.902,1172
0.904,1184
0.906,1189
0.908,1180
0.91,1184
0.912,1193
0.914,1184
0.916,1185
0.918,1187
0.92,1168
0.922,1176
0.924,1159
0.926,1159
0.928,1145
0.93,1130
0.932,1126
0.934,1118
0.936,1108
0.938,1101
0.94,1078
0.942,1061
0.944,1056
0.946,1029
0.948,1012
0.95,1005
0.952,1016
0.954,1004
0.956,1008
0.958,1014
0.96,1006
0.962,1009
0.964,1010
0.966,1013
0.968,1014
0.97,1010
0.972,1015
0.974,1008
0.976,1016
0.978,1010
0.98,1013
0.982,1007
0.984,1008
0.986,1019
0.988,1008
0.99,1007
0.992,1013
0.994,1019
0.996,1012
0.998,1013
1,1009
1.002,1016
1.004,1022
1.006,1023
1.008,1017
1.01,1016
1.012,1015
1.014,1021
1.016,1017
1.018,1017
1.02,1020
1.022,1014
1.024,1017
1.026,1014
1.028,997
1.03,967
1.032,968
1.034,938
1.036,919
1.038,872
1.04,841
1.042,805
1.044,785
1.046,913
1.048,1056
1.05,1176
1.052,1303
1.054,1424
1.056,1547
1.058,1675
1.06,1802
1.062,1936
1.064,2057
1.066,2190
1.068,2305
1.07,2408
1.072,2327
1.074,2200
1.076,2069
1.078,1934
1.08,1825
1.082,1692
1.084,1572
1.086,1447
1.088,1303
1.09,1185
1.092,1064
1.094,930
1.096,803
1.098,669
1.1,623
1.102,700
1.104,755
1.106,810
1.108,858
1.11,903
1.112,945
1.114,971
1.116,992
1.118,995
1.12,1022
1.122,1018
1.124,1002
1.126,1014
1.128,1025
1.13,1026
1.132,1014
1.134,1009
1.136,1006
1.138,1011
1.14,1009
1.142,1015
1.144,1007
1.146,1010
1.148,1003
1.15,1001
1.152,1002
1.154,1014
1.156,1002
1.158,1011
1.16,1010
1.162,1016
1.164,1010
1.166,1021
